sheet,participant,condition,n_samples,fs_hz,logged_duration_s,window_method,turn_time_s,turn_peak_gyro_mag,onset_s,offset_s,detected_duration_s,duration_diff_s,window_clipped,bout_onset_s,bout_offset_s,bout_duration_s,bout_duration_diff_s,n_bouts,trial_notes
SWEAT_035DTG1,SWEAT-035,DTG1,3964,100.0,22.0,turn_anchored,8.62,2767.616579414122,0.0,19.62,19.62,-2.379999999999999,True,0.0,15.19,15.19,-6.8100000000000005,5,
SWEAT_035DTG2,SWEAT-035,DTG2,3339,100.0,23.0,turn_anchored,16.32,216.40873150651106,4.82,27.82,23.0,0.0,False,5.1,33.38,28.28,5.280000000000001,1,
SWEAT_035DTG3,SWEAT-035,DTG3,4155,100.0,20.0,turn_anchored,36.96,1197.1512142884474,26.96,41.54,14.58,-5.42,True,7.0,40.79,33.79,13.79,1,
SWEAT_036DTG TRIAL,SWEAT-036,DTG_TRIAL,2755,100.0,24.0,turn_anchored,13.52,133.06669045915737,1.52,25.52,24.0,0.0,False,2.21,15.02,12.81,-11.19,2,
SWEAT_036DTG1,SWEAT-036,DTG1,2323,100.0,20.0,turn_anchored,10.85,234.93121319470828,0.85,20.85,20.0,0.0,False,1.7,22.2,20.5,0.5,1,
SWEAT_036DTG2,SWEAT-036,DTG2,2387,100.0,19.0,turn_anchored,10.55,276.0275398745867,1.05,20.05,19.0,0.0,False,1.38,22.12,20.74,1.7399999999999984,1,
SWEAT_036DTG3,SWEAT-036,DTG3,2264,100.0,18.0,turn_anchored,10.23,197.2327435696637,1.23,19.23,18.0,0.0,False,2.38,22.1,19.72,1.7199999999999989,1,
SWEAT_037DTG TRIAL,SWEAT-037,DTG_TRIAL,2591,100.0,19.0,turn_anchored,11.29,262.09649932598415,1.79,20.79,19.0,0.0,False,2.16,22.7,20.54,1.5399999999999991,1,
SWEAT_037DTG1,SWEAT-037,DTG1,2206,100.0,16.0,turn_anchored,9.65,225.86226130857315,1.65,17.65,16.0,0.0,False,2.06,19.8,17.74,1.7399999999999984,1,
SWEAT_037DTG2,SWEAT-037,DTG2,2023,100.0,15.0,turn_anchored,8.8,223.71887275025784,1.3,16.3,15.0,0.0,False,1.76,17.73,15.97,0.9700000000000006,1,
SWEAT_037DTG3,SWEAT-037,DTG3,1981,100.0,15.0,turn_anchored,8.93,226.7109308899269,1.43,16.43,15.0,0.0,False,1.71,17.51,15.8,0.8000000000000007,1,
SWEAT_038DTG TRIAL,SWEAT-038,DTG_TRIAL,2730,100.0,24.0,turn_anchored,14.68,176.99260946922803,2.68,26.68,24.0,0.0,False,1.56,22.02,20.46,-3.539999999999999,2,
SWEAT_038DTG1,SWEAT-038,DTG1,3419,100.0,26.0,turn_anchored,13.69,233.28930541408803,0.69,26.69,26.0,0.0,False,1.35,22.46,21.11,-4.890000000000001,3,
SWEAT_038DTG2,SWEAT-038,DTG2,2320,100.0,20.0,turn_anchored,11.21,287.9719907666175,1.21,21.21,20.0,0.0,False,1.63,18.99,17.36,-2.6400000000000006,2,
SWEAT_038DTG3,SWEAT-038,DTG3,3145,100.0,19.0,turn_anchored,9.84,280.16695910178095,0.34,19.34,19.0,0.0,False,1.15,23.71,22.56,3.5599999999999987,2,
SWEAT_039DTG TRIAL,SWEAT-039,DTG_TRIAL,2448,100.0,21.0,turn_anchored,12.14,262.21209722291167,1.64,22.64,21.0,0.0,False,1.92,24.18,22.26,1.2600000000000016,1,Only 20 mins between Test 2 Cog and Test 3 Balance
SWEAT_039DTG1,SWEAT-039,DTG1,2181,100.0,19.0,turn_anchored,10.48,239.05307614942342,0.98,19.98,19.0,0.0,False,1.86,21.8,19.94,0.9400000000000013,1,Only 20 mins between Test 2 Cog and Test 3 Balance
SWEAT_039DTG2,SWEAT-039,DTG2,2166,100.0,19.0,turn_anchored,9.79,304.1418856332261,0.29,19.29,19.0,0.0,False,1.5,15.49,13.99,-5.01,2,Only 20 mins between Test 2 Cog and Test 3 Balance
SWEAT_039DTG3,SWEAT-039,DTG3,2857,100.0,17.0,turn_anchored,10.09,261.9313619948275,1.59,18.59,17.0,0.0,False,0.85,23.02,22.17,5.170000000000002,1,Only 20 mins between Test 2 Cog and Test 3 Balance
